"id_commune","id_service","competence","id_service_gn"
"54477","3003313","0","3003313"
"54478","3003313","0","3003313"
"54479","3003331","0","3003331"
"54480","3003333","0","3003333"
"54481","3003330","0","3003330"
"54482","63445","1","3003292"
"54483","63490","1","3003292"
"54484","3003330","0","3003330"
"54485","3028352","0","3028352"
"54486","3003331","0","3003331"
"54487","3003331","0","3003331"
"54488","3003334","0","3003334"
"54489","3003324","0","3003324"
"54490","3003343","0","3003343"
"54491","3003320","0","3003320"
"54492","3003339","0","3003339"
"54493","63541","1","3028352"
"54494","3003341","0","3003341"
"54495","63445","1","3003292"
"54496","3003341","0","3003341"
"54497","3003303","0","3003303"
"54498","63445","1","3003292"
"54499","3003344","0","3003344"
"54500","3003341","0","3003341"
"54501","3003335","0","3003335"
"54502","3003328","0","3003328"
"54504","3003320","0","3003320"
"54505","3003297","0","3003297"
"54507","3003328","0","3003328"
"54508","3003298","0","3003298"
"54509","3003328","0","3003328"
"54510","3003290","0","3003290"
"54511","3003313","0","3003313"
"54512","3003334","0","3003334"
"54513","3003295","0","3003295"
"54514","3028352","0","3028352"
"54515","3003297","0","3003297"
"54516","3003303","0","3003303"
"54517","3003298","0","3003298"
"54518","3003344","0","3003344"
"54519","3003336","0","3003336"
"54520","3003328","0","3003328"
"54521","116289","1","3003320"
"54522","3003303","0","3003303"
"54523","3003339","0","3003339"
"54524","3003310","0","3003310"
"54525","116289","1","3003320"
"54526","63445","1","3003292"
"54527","3003292","0","3003292"
"54528","63530","1","3003339"
