"commune_code_insee","unite_cu"
"21641","3822"
"21642","3827"
"21643","3789"
"21644","3794"
"21645","3809"
"21646","3825"
"21647","3810"
"21648","3825"
"21649","3829"
"21650","3828"
"21651","3825"
"21652","3808"
"21653","3813"
"21655","3813"
"21656","3792"
"21657","3788"
"21659","3825"
"21660","3803"
"21661","30027"
"21662","3829"
"21663","3823"
"21664","3813"
"21665","3798"
"21666","3795"
"21667","3798"
"21669","3828"
"21670","3823"
"21671","3813"
"21672","3829"
"21673","3803"
"21674","3818"
"21675","3826"
"21676","3827"
"21677","3803"
"21678","3824"
"21679","3828"
"21680","3797"
"21681","3827"
"21682","3794"
"21683","3803"
"21684","3802"
"21685","3814"
"21686","3822"
"21687","3826"
"21688","3807"
"21689","3827"
"21690","3829"
"21691","3807"
"21692","3795"
"21693","3813"
"21694","3829"
"21695","3814"
"21696","3827"
"21698","3807"
"21699","3789"
"21700","3813"
"21701","3789"
"21702","3795"
"21703","3826"
"21704","3813"
"21705","3825"
"21706","3813"
"21707","3829"
"21708","3807"
"21709","3822"
"21710","3829"
"21711","3813"
"21712","3802"
"21713","3797"
"21714","3807"
"21715","3803"
"21716","3807"
"21717","3819"
"22001","744"
"22002","741"
"22003","756"
"22004","772"
"22005","773"
"22006","790"
"22008","756"
"22009","751"
"22011","738"
"22012","762"
"22013","774"
"22014","764"
"22015","743"
"22016","745"
"22018","779"
"22019","738"
"22020","757"
"22021","756"
"22023","775"
"22024","775"
"22025","775"
"22026","756"
"22027","746"
"22028","790"
"22029","781"
"22030","784"
"22031","775"
"22032","758"
"22033","778"
"22034","790"
"22035","756"
"22036","758"
"22037","773"
"22039","746"
"22040","771"
"22041","790"
"22042","790"
"22043","746"
"22044","741"
"22045","751"
"22046","763"
"22047","739"
"22048","764"
"22049","764"
"22050","756"
"22052","775"
"22053","757"
"22054","747"
"22055","740"
"22056","756"
"22057","742"
"22059","751"
"22060","749"
"22061","780"
"22062","763"
"22063","742"
"22064","776"
"22065","742"
"22067","771"
"22068","744"
"22069","758"
"22070","771"
"22071","758"
"22072","773"
"22073","751"
"22074","739"
"22075","744"
"22076","762"
"22077","762"
"22079","743"
"22081","747"
"22082","756"
"22083","763"
"22084","761"
"22085","785"
"22086","745"
"22087","780"
"22088","774"
"22090","786"
"22091","772"
"22092","781"
"22093","741"
"22094","767"
"22095","772"
"22096","764"
"22097","764"
"22098","741"
"22099","751"
"22101","790"
"22103","767"
"22104","764"
"22105","764"
"22106","12200566"
"22107","776"
"22108","745"
"22109","745"
"22110","790"
"22111","785"
"22112","742"
"22113","12200579"
"22114","757"
"22115","781"
"22116","738"
"22117","740"
"22118","756"
"22119","787"
"22121","742"
"22122","763"
"22124","776"
"22126","751"
"22127","785"
"22128","780"
"22129","773"
"22131","788"
"22132","775"
"22133","763"
"22134","786"
"22135","773"
"22136","744"
"22137","780"
"22138","775"
"22139","774"
"22140","741"
"22141","790"
"22143","762"
"22144","751"
"22145","761"
"22146","776"
"22147","763"
"22148","763"
"22149","744"
"22150","771"
"22152","790"
"22153","743"
"22155","744"
"22156","771"
"22157","780"
"22158","778"
"22160","741"
"22161","771"
"22162","745"
"22163","780"
"22164","772"
"22165","743"
"22166","790"
"22168","786"
"22169","781"
"22170","751"
"22171","751"
"22172","764"
"22174","762"
"22175","761"
"22176","751"
"22177","742"
"22178","745"
"22179","762"
"22180","764"
"22181","776"
"22182","738"
"22183","746"
"22184","749"
"22185","761"
"22186","747"
"22187","12200566"
"22188","738"
"22189","774"
"22190","767"
"22193","761"
"22194","787"
"22195","785"
"22196","785"
"22197","756"
"22198","786"
"22199","785"
"22200","764"
"22201","762"
"22202","780"
"22203","748"
"22204","779"
"22205","764"
"22206","738"
"22207","788"
"22208","756"
"22209","767"
"22210","745"
"22211","784"
"22212","779"
"22213","756"
"22214","745"
"22215","12200566"
"22216","773"
"22217","788"
"22218","790"
"22219","749"
"22220","780"
"22221","790"
"22222","750"
"22223","771"
"22224","784"
"22225","771"
"22226","787"
"22227","788"
"22228","788"
"22229","781"
"22231","775"
"22232","740"
"22233","745"
"22234","738"
"22235","787"
"22236","750"
"22237","764"
"22238","787"
"22239","758"
"22240","758"
"22241","746"
"22242","747"
"22243","775"
"22244","739"
"22245","788"
"22246","741"
"22248","779"
"22249","774"
"22250","779"
"22251","740"
"22254","790"
"22255","746"
"22256","779"
"22257","790"
"22258","743"
"22259","756"
"22260","744"
"22261","741"
"22262","751"
"22263","756"
"22264","790"
"22265","784"
"22266","780"
"22267","757"
"22268","762"
"22269","779"
"22271","774"
"22272","771"
"22273","747"
"22274","756"
"22275","744"
"22276","751"
"22277","751"
"22278","12200566"
"22279","744"
"22280","756"
"22281","748"
"22282","762"
"22283","779"
"22284","781"
"22285","778"
"22286","762"
"22287","751"
"22288","746"
"22289","774"
"22291","751"
"22293","779"
"22294","781"
"22295","778"
"22296","743"
"22299","756"
"22300","744"
"22302","767"
"22304","738"
"22305","758"
"22306","756"
"22307","751"
"22308","756"
"22309","763"
"22310","772"
"22311","764"
"22312","758"
"22313","739"
"22314","744"
"22315","764"
"22316","739"
"22317","764"
"22318","764"
"22319","787"
"22320","775"
"22321","781"
"22322","774"
"22323","762"
"22324","786"
"22325","750"
"22326","741"
"22327","756"
"22328","775"
"22330","744"
"22331","781"
"22332","743"
"22333","763"
"22334","776"
"22335","774"
"22337","757"
"22338","772"
"22339","756"
"22340","788"
"22341","761"
"22342","764"
"22343","786"
"22344","780"
"22345","743"
"22346","743"
"22347","785"
"22348","761"
"22349","787"
"22350","787"
"22351","780"
"22352","756"
"22353","786"
"22354","773"
"22356","738"
"22358","772"
"22359","788"
"22360","12200566"
"22361","742"
"22362","790"
"22363","786"
"22364","756"
"22365","781"
"22366","787"
"22368","767"
"22369","757"
"22370","742"
"22371","763"
"22372","738"
"22373","780"
"22375","742"
"22376","744"
"22377","750"
"22378","742"
"22379","786"
"22380","756"
"22381","790"
"22383","790"
"22384","744"
"22385","756"
"22386","751"
"22387","788"
"22388","756"
"22389","747"
"22390","745"
"22391","757"
"23001","2024"
"23002","30576"
"23003","2036"
"23004","2032"
"23005","2043"
"23006","2048"
"23007","2053"
"23008","2036"
"23009","2039"
"23010","2051"
"23011","2051"
"23012","2048"
"23013","2037"
"23014","2051"
"23015","2033"
"23016","2053"
"23017","2042"
"23018","2033"
"23019","2041"
"23020","2038"
"23021","2048"
"23022","2027"
"23023","2029"
"23024","2036"
"23025","2025"
"23026","2029"
"23027","2048"
"23028","2038"
"23029","2025"
"23030","2048"
"23031","2026"
"23032","2026"
"23033","2032"
"23034","2037"
"23035","2039"
"23036","2032"
"23037","2037"
"23038","2026"
"23039","2028"
"23040","2029"
"23041","2027"
"23042","2048"
"23043","2053"
"23044","2025"
"23045","2039"
"23046","2043"
"23047","2030"
"23048","2038"
"23049","2025"
"23050","2028"
"23051","2051"
"23052","30576"
"23053","2037"
"23054","2037"
"23055","2037"
"23056","2048"
"23057","2027"
"23058","2040"
"23059","2038"
"23060","2053"
"23061","2040"
"23062","2025"
"23063","2041"
"23064","2027"
"23065","2028"
"23066","2037"
"23067","2041"
"23068","2024"
"23069","2042"
"23070","2028"
"23071","7378"
"23072","2029"
"23073","2037"
"23074","2053"
"23075","2028"
"23076","2043"
"23077","2050"
"23078","2048"
"23079","7378"
"23080","2050"
"23081","2041"
"23082","2030"
"23083","2043"
"23084","2025"
"23086","2053"
"23087","2028"
"23088","2032"
"23089","2027"
"23090","2050"
"23091","2050"
"23092","30576"
"23093","2029"
"23095","2030"
"23096","12300515"
"23097","2040"
"23098","2027"
"23099","2051"
"23100","2029"
"23101","30576"
"23102","2027"
"23103","2028"
"23104","2026"
"23105","2040"
"23106","2039"
"23107","2024"
"23108","2026"
"23109","2025"
"23110","2037"
"23111","2030"
"23112","2025"
"23113","2038"
"23114","2039"
"23115","2041"
"23116","2038"
"23117","2028"
"23118","2024"
"23119","2041"
"23120","2026"
"23122","2048"
"23123","2037"
"23124","2048"
"23125","2041"
"23127","2038"
"23128","2024"
"23129","2042"
"23130","2025"
"23131","2042"
"23132","2032"
"23133","2048"
"23134","2052"
"23136","2025"
"23137","2048"
"23138","2024"
"23139","2025"
"23140","7378"
"23141","2028"
"23142","2036"
"23143","2033"
"23144","2050"
"23145","2039"
"23146","2026"
"23147","2025"
"23148","2027"
"23149","2029"
"23150","2024"
"23151","2040"
"23152","2029"
"23154","2024"
"23155","2051"
"23156","2042"
"23157","2051"
"23158","7378"
"23159","2040"
"23160","2043"
"23162","2027"
"23164","2037"
"23165","2052"
"23166","2028"
"23167","2043"
"23168","2051"
"23169","2024"
"23170","30576"
"23171","2037"
"23172","2040"
"23173","2051"
"23174","2026"
"23175","2053"
"23176","2033"
"23177","2033"
"23178","2041"
"23179","2036"
"23180","2036"
"23181","2048"
"23182","2036"
"23183","2053"
"23184","2042"
"23185","2040"
"23186","30576"
"23187","2040"
"23188","2027"
"23189","2048"
"23190","2038"
"23191","2051"
"23192","2030"
"23193","30576"
"23194","7378"
"23195","30576"
"23196","7378"
"23197","2051"
"23198","2042"
"23199","2033"
"23200","2048"
"23201","2024"
"23202","2051"
"23203","2043"
"23204","2040"
"23205","2048"
"23206","2024"
"23207","2033"
"23208","2032"
"23209","2040"
"23210","2036"
"23211","2036"
"23212","2050"
"23213","2026"
"23214","2053"
"23215","2041"
"23216","2052"
"23217","2048"
"23218","2042"
"23219","2033"
"23220","2040"
"23221","2041"
"23222","2053"
"23223","2048"
"23224","2041"
"23225","2042"
"23226","2042"
"23227","2052"
"23228","2036"
"23229","2040"
"23230","2048"
"23232","2052"
"23233","2026"
"23234","2043"
"23235","2033"
"23236","2030"
"23237","2048"
"23238","7378"
"23239","2028"
"23240","2026"
"23241","2038"
"23242","2032"
"23243","2029"
"23244","2028"
"23245","2032"
"23246","2053"
"23247","2032"
"23248","30576"
"23249","7378"
"23250","2024"
"23251","2039"
"23252","2027"
"23253","2051"
"23254","2026"
"23255","2029"
"23257","7378"
"23258","2033"
"23259","2039"
"23260","2051"
"23261","2039"
"23262","2024"
"23263","2028"
"23264","2050"
"23265","2042"
"23266","2042"
"24001","1511"
"24002","1485"
"24004","1491"
"24005","1497"
"24006","1539"
"24007","1521"
"24008","1518"
"24009","1486"
"24010","1488"
"24011","1486"
"24012","1540"
"24014","1537"
"24015","1534"
"24016","1511"
"24018","1537"
"24019","1491"
"24020","1541"
"24021","1487"
"24022","1497"
"24023","1502"
"24024","1500"
"24025","1491"
"24026","1489"
"24027","1497"
"24028","1497"
"24029","1523"
"24030","1541"
"24031","1507"
"24032","1524"
"24034","1507"
"24035","1533"
"24036","1539"
"24037","12400855"
"24038","1528"
"24039","1542"
"24040","1531"
"24042","1485"
"24043","1497"
"24045","1500"
"24046","1487"
"24048","1506"
"24050","1540"
"24051","1501"
"24052","1497"
"24053","12400851"
"24054","1500"
"24055","1485"
"24056","1511"
"24057","1528"
"24058","1521"
"24059","1523"
"24060","1497"
"24061","1492"
"24062","1528"
"24063","1536"
"24064","1485"
"24066","1491"
"24067","1534"
"24068","1497"
"24069","1485"
"24070","1515"
"24071","1515"
"24073","1497"
"24074","1535"
"24075","1542"
"24076","1534"
"24077","1507"
"24080","1497"
"24081","1535"
"24082","1535"
"24083","1508"
"24084","1533"
"24085","1541"
"24086","1536"
"24087","1539"
"24088","1502"
"24090","1527"
"24091","1536"
"24094","1492"
"24095","1517"
"24096","1485"
"24097","1528"
"24098","1484"
"24100","1515"
"24101","1516"
"24102","12400851"
"24104","1524"
"24105","1527"
"24106","1537"
"24107","1485"
"24108","1488"
"24109","1528"
"24110","1528"
"24111","1516"
"24113","1487"
"24114","1521"
"24115","1484"
"24116","1541"
"24117","1541"
"24119","1528"
"24120","1487"
"24121","1487"
"24122","1533"
"24123","1507"
"24124","1486"
"24126","1500"
"24128","1521"
"24129","1485"
"24130","1541"
"24131","1511"
"24132","1500"
"24133","1517"
"24134","1517"
"24135","1486"
"24136","1487"
"24137","1486"
"24138","12400851"
"24139","1488"
"24140","12400855"
"24141","1528"
"24142","1539"
"24143","1502"
"24144","1527"
"24145","12400855"
"24146","1492"
"24147","1486"
"24148","1505"
"24150","1536"
"24151","1533"
"24152","1536"
"24153","1541"
"24154","1527"
"24155","1507"
"24156","1489"
"24157","1524"
"24158","1518"
"24159","1526"
"24160","1492"
"24161","1507"
"24162","1486"
"24163","1515"
"24164","1486"
"24165","1522"
"24167","1499"
"24168","1500"
"24171","1517"
"24172","1539"
"24174","1538"
"24175","1541"
"24176","1500"
"24177","1500"
"24179","1541"
"24180","1517"
"24182","1501"
"24183","1534"
"24184","1536"
"24186","1499"
"24188","1491"
"24189","1506"
"24190","1492"
"24191","1501"
"24192","1491"
"24193","1505"
"24194","1505"
"24195","1497"
"24196","1486"
"24197","1501"
"24199","1528"
"24200","1527"
"24202","1487"
"24205","1488"
"24206","1533"
"24207","1536"
"24208","1492"
"24209","1511"
"24210","1487"
"24211","1507"
"24212","1500"
"24213","1488"
"24214","1511"
"24215","1540"
"24216","1526"
"24217","1534"
"24218","1517"
"24220","1492"
"24221","1513"
"24222","1501"
"24223","1502"
"24224","1496"
"24225","1505"
"24226","1506"
"24227","1518"
"24228","1502"
"24229","1541"
"24230","1533"
"24231","1497"
"24232","1542"
"24234","1501"
"24236","1488"
"24237","1496"
"24238","1517"
"24240","1534"
"24241","1491"
"24242","1502"
"24243","1527"
"24244","1497"
"24245","1542"
"24246","1501"
"24247","1528"
"24248","1511"
"24251","1488"
"24252","1531"
"24253","1513"
"24254","1539"
"24255","1531"
"24256","12400851"
"24257","1497"
"24259","1507"
"24260","1502"
"24261","1534"
"24262","1486"
"24263","1542"
"24264","1522"
"24266","1488"
"24267","1505"
"24268","1539"
"24269","1517"
"24271","1516"
"24272","1508"
"24273","1497"
"24274","1505"
"24276","1505"
"24277","1501"
"24278","1500"
"24279","1500"
"24280","1497"
"24281","1497"
"24282","1500"
"24284","1491"
"24285","1507"
"24286","1527"
"24287","1500"
"24288","1506"
"24289","1506"
"24290","1497"
"24291","1537"
"24292","1508"
"24293","1533"
"24294","1522"
"24295","1488"
"24296","1496"
"24297","1522"
"24299","1523"
"24300","1536"
"24301","1540"
"24302","1487"
"24303","1528"
"24304","1517"
"24305","1518"
"24306","1506"
"24307","1497"
"24308","1517"
"24309","1524"
"24311","1511"
"24312","1484"
"24312","12400851"
"24313","1542"
"24316","1525"
"24317","1540"
"24318","1502"
"24319","1527"
"24320","1518"
"24321","1541"
"24322","12400851"
"24323","1521"
"24324","1541"
"24325","1535"
"24326","1538"
"24327","1502"
"24328","1515"
"24329","1522"
"24330","1538"
"24331","1505"
"24334","1497"
"24335","1506"
"24336","1535"
"24337","1542"
"24338","1502"
"24339","1486"
"24340","1501"
"24341","1531"
"24345","1496"
"24346","1516"
"24347","1497"
"24348","1499"
"24349","1505"
"24350","1488"
"24351","1505"
"24352","1521"
"24353","1513"
"24354","1525"
"24355","1531"
"24356","1538"
"24357","1505"
"24359","1499"
"24360","1533"
"24361","1502"
"24362","1502"
"24364","1537"
"24365","1492"
"24366","1531"
"24367","1524"
"24370","1506"
"24371","1527"
"24372","1488"
"24373","1499"
"24374","1500"
"24375","1536"
"24376","1526"
"24377","1534"
"24378","1497"
"24379","1497"
"24380","1522"
"24381","1515"
"24382","1502"
"24383","1499"
"24384","1497"
"24385","1500"
"24386","1542"
"24388","1534"
"24390","1489"
"24392","1540"
"24393","1497"
"24394","1513"
"24395","1536"
"24396","1539"
"24397","1518"
"24398","1515"
"24399","1523"
"24401","1487"
"24403","1513"
"24404","1534"
"24405","1502"
"24406","1533"
"24407","1502"
"24408","1485"
"24409","1523"
"24410","1516"
"24411","1511"
"24412","1540"
"24413","1501"
"24414","1507"
"24415","1508"
"24416","1533"
"24417","1486"
"24418","1524"
"24419","1496"
"24420","1501"
"24421","1489"
"24422","1507"
"24423","1499"
"24424","1524"
"24425","1517"
"24426","1507"
"24428","1517"
"24429","1486"
"24432","1535"
"24434","1527"
"24436","1523"
"24437","12400855"
"24438","1536"
"24441","1500"
"24442","1488"
"24443","1538"
"24444","1523"
"24445","1502"
"24446","1497"
"24448","1486"
"24449","1522"
"24450","1536"
"24451","1511"
"24452","1528"
"24453","1517"
"24454","1508"
"24455","1521"
"24456","1507"
"24457","1523"
"24458","1511"
"24459","1492"
"24460","1521"
"24461","1508"
"24462","1523"
"24463","1486"
"24464","1486"
"24465","1523"
"24466","1506"
"24468","1492"
"24470","1535"
"24471","1531"
"24472","1496"
"24473","1491"
"24474","1485"
"24476","1486"
"24477","1521"
"24478","1533"
"24479","1516"
"24480","1492"
"24481","1517"
"24482","1528"
"24483","1500"
"24484","1489"
"24485","1517"
"24486","1517"
"24487","1501"
"24488","1542"
"24489","1517"
"24490","1526"
"24491","1541"
"24492","1500"
"24493","1486"
"24494","1508"
"24495","1497"
"24496","1517"
"24498","1516"
"24499","1496"
"24500","1522"
"24501","1506"
"24502","1524"
"24504","1521"
"24505","1518"
"24507","1487"
"24508","1527"
"24509","1524"
"24510","1539"
"24511","1526"
"24512","1531"
"24513","1486"
"24514","1506"
"24515","1487"
"24516","1540"
"24517","1533"
"24518","1492"
"24519","1518"
"24520","1531"
"24521","1486"
"24522","1518"
"24523","1505"
"24524","1534"
"24525","1511"
"24526","1518"
"24527","1486"
"24528","1511"
"24529","1527"
"24531","1537"
"24532","1499"
"24533","1526"
"24534","1505"
"24535","1535"
"24536","1499"
"24537","1521"
"24538","1533"
"24540","1486"
"24541","1515"
"24542","1497"
"24543","1523"
"24544","1531"
"24545","1487"
"24546","1487"
"24547","1541"
"24548","1511"
"24549","1505"
"24550","1491"
"24551","1517"
"24552","1538"
"24553","1527"
"24554","1528"
"24555","1487"
"24557","12400851"
"24558","1502"
"24559","1539"
"24560","1497"
"24562","1524"
"24563","1537"
"24564","1521"
"24565","1515"
"24566","1502"
"24567","1517"
"24568","1506"
"24569","1528"
"24570","1502"
"24571","1492"
"24572","1497"
"24573","1528"
"24574","1535"
"24575","1536"
"24576","1492"
"24577","1531"
"24580","1541"
"24581","1507"
"24582","1516"
"24584","1508"
"24585","1542"
"24586","1521"
"24587","1531"
"25001","4023"
"25002","4023"
"25003","4044"
"25004","4035"
"25005","4047"
"25006","4044"
"25007","4053"
"25008","4031"
"25009","4044"
"25011","4034"
"25012","4061"
"25013","4031"
"25014","4051"
"25015","4018"
"25016","4020"
"25017","4018"
"25018","4046"
"25019","4047"
"25020","40000016"
"25021","4021"
"25022","4047"
"25024","4056"
"25025","4056"
"25026","4059"
"25029","4056"
"25030","4022"
"25031","40000016"
"25032","4044"
"25033","4033"
"25035","15430"
"25036","4016"
"25038","4044"
"25039","4053"
"25040","4034"
"25041","4057"
"25042","4038"
"25043","4031"
"25044","4021"
"25045","4019"
"25046","4036"
"25047","4044"
"25048","4031"
"25049","4036"
"25050","4038"
"25051","4032"
"25052","4053"
"25053","4052"
"25054","4031"
"25055","4023"
"25056","12500693"
"25057","4029"
"25058","4016"
"25059","4031"
"25060","4059"
"25061","4039"
"25062","4038"
"25063","4033"
"25065","4019"
"25066","4047"
"25067","4047"
"25070","4018"
"25071","4035"
"25072","4044"
"25073","15430"
"25074","4038"
"25075","4057"
"25077","4038"
"25078","4045"
"25079","4057"
"25082","4037"
"25083","4047"
"25084","4023"
"25085","4057"
"25086","4019"
"25087","4046"
"25088","4051"
"25089","4053"
"25090","4021"
"25091","4036"
"25092","4019"
"25093","4031"
"25094","4044"
"25095","4038"
"25096","4062"
"25097","4029"
"25098","4021"
"25099","4061"
"25100","4057"
"25101","4022"
"25102","4036"
"25103","4021"
"25104","4021"
"25105","4023"
"25106","4021"
"25107","4019"
"25108","4036"
"25109","4021"
"25110","4056"
"25111","4051"
"25112","4016"
"25113","4038"
"25114","4039"
"25115","4022"
"25116","4045"
"25117","4019"
"25119","4022"
"25120","4020"
"25121","4062"
"25122","4059"
"25124","4036"
"25125","4032"
"25126","4021"
"25127","4036"
"25129","4020"
"25130","4020"
"25131","4062"
"25132","4051"
"25133","15430"
"25136","4022"
"25138","4039"
"25139","4061"
"25141","4053"
"25142","4062"
"25143","4021"
"25145","4052"
"25147","4023"
"25148","4038"
"25149","4021"
"25150","4022"
"25151","4053"
"25152","4045"
"25153","15430"
"25154","4021"
"25155","4018"
"25156","4046"
"25157","4056"
"25159","4031"
"25160","4061"
"25161","4048"
"25162","4023"
"25163","4019"
"25164","4023"
"25166","4044"
"25170","4031"
"25171","4021"
"25172","4022"
"25173","4032"
"25174","4036"
"25175","4053"
"25176","4057"
"25177","4052"
"25178","4046"
"25179","4062"
"25180","4018"
"25181","4044"
"25182","4044"
"25183","4044"
"25184","4044"
"25185","4021"
"25186","15430"
"25187","4037"
"25188","4029"
"25189","4045"
"25190","4034"
"25191","4031"
"25192","4039"
"25193","4036"
"25194","4033"
"25195","4023"
"25196","4034"
"25197","4051"
"25198","4031"
"25199","4018"
"25200","15430"
"25201","4056"
"25202","4057"
"25203","4049"
"25204","12500696"
"25207","4031"
"25208","4020"
"25209","4021"
"25210","4031"
"25211","4020"
"25212","15430"
"25213","4036"
"25214","4037"
"25215","4051"
"25216","4033"
"25217","4022"
"25218","4053"
"25219","4053"
"25220","4021"
"25221","4044"
"25222","4053"
"25223","4018"
"25224","4031"
"25225","4022"
"25226","4047"
"25227","4053"
"25228","4034"
"25229","4059"
"25230","40000016"
"25231","4053"
"25232","4047"
"25233","4053"
"25234","4036"
"25235","4023"
"25236","4018"
"25237","4034"
"25238","4036"
"25239","4037"
"25240","4061"
"25241","4018"
"25242","4019"
"25243","4048"
"25244","4039"
"25245","4016"
"25246","4046"
"25247","4044"
"25248","4038"
"25249","4044"
"25251","4044"
"25252","4058"
"25253","4021"
"25254","4056"
"25255","4036"
"25256","4036"
"25257","4022"
"25258","15430"
"25259","4057"
"25261","4039"
"25262","4048"
"25263","4062"
"25264","4047"
"25265","15430"
"25266","4047"
"25267","4045"
"25268","4049"
"25269","4019"
"25270","4018"
"25271","4061"
"25273","4045"
"25274","4033"
"25275","4039"
"25276","4044"
"25277","4044"
"25278","4045"
"25279","4044"
"25280","4036"
"25281","4037"
"25282","4059"
"25283","4021"
"25284","4029"
"25285","4061"
"25286","4038"
"25287","4023"
"25288","4048"
"25289","4049"
"25290","4032"
"25293","4056"
"25295","4058"
"25296","4061"
"25297","4045"
"25298","4044"
"25299","4044"
"25300","4020"
"25301","4048"
"25303","4061"
"25304","4035"
"25305","4020"
"25306","4046"
"25307","4058"
"25308","4058"
"25309","4056"
"25310","4044"
"25311","4047"
"25312","4044"
"25313","4044"
"25314","4036"
"25315","4047"
"25316","4031"
"25317","4022"
"25318","4058"
"25320","4058"
"25321","4061"
"25322","4031"
"25323","4051"
"25324","4044"
"25325","4049"
"25326","4022"
"25327","4047"
"25328","4016"
"25329","4038"
"25330","4021"
"25331","4020"
"25332","4022"
"25333","4049"
"25334","4059"
"25335","4039"
"25336","4021"
"25338","4018"
"25339","4020"
"25340","4021"
"25341","4044"
"25342","4053"
"25343","4053"
"25344","4038"
"25345","4047"
"25346","4020"
"25347","4061"
"25348","4058"
"25349","4048"
"25350","4031"
"25351","4038"
"25354","4044"
"25355","4053"
"25356","4036"
"25357","4061"
"25359","4018"
"25360","4020"
"25361","4058"
"25362","4058"
"25364","4045"
"25365","4047"
"25366","4036"
"25367","4035"
"25368","4019"
"25369","4047"
"25370","4037"
"25371","4022"
"25372","4047"
"25373","4038"
"25374","4022"
"25375","4020"
"25376","15430"
"25377","4044"
"25378","4035"
"25379","4021"
"25380","4058"
"25381","15430"
"25382","4019"
"25383","4022"
"25384","4044"
"25385","4044"
"25386","4039"
"25387","4039"
"25388","40000016"
"25389","4038"
"25390","4061"
"25391","4038"
"25392","4036"
"25393","4039"
"25394","4047"
"25395","4045"
"25397","4023"
"25398","4061"
"25400","4020"
"25401","4044"
"25402","4039"
"25403","4061"
"25404","4018"
"25405","4058"
"25406","4021"
"25408","4044"
"25410","4016"
"25411","4061"
"25413","4062"
"25414","4022"
"25415","4020"
"25416","4021"
"25417","4045"
"25418","4045"
"25419","4044"
"25420","4018"
"25421","4038"
"25422","4037"
"25424","4053"
"25425","4038"
"25426","4037"
"25427","4022"
"25428","4029"
"25429","4051"
"25430","4019"
"25431","4047"
"25432","4048"
"25433","4036"
"25434","4020"
"25435","4053"
"25436","4052"
"25437","4045"
"25438","4023"
"25439","4051"
"25440","4056"
"25441","4049"
"25442","4056"
"25443","4021"
"25444","4019"
"25445","4021"
"25446","4044"
"25447","4053"
"25448","4022"
"25449","4032"
"25450","4021"
"25451","4062"
"25452","4033"
"25453","4049"
"25454","15430"
"25455","4022"
"25456","4038"
"25457","4049"
"25458","4036"
"25459","4058"
"25460","4021"
"25461","4046"
"25462","12500696"
"25463","4037"
"25464","4062"
"25465","4044"
"25466","4023"
"25467","15430"
"25468","4051"
"25469","4031"
"25470","4047"
"25471","4032"
"25472","4044"
"25473","4016"
"25474","4051"
"25475","4021"
"25476","4052"
"25477","4023"
"25478","4052"
"25479","4047"
"25481","4031"
"25482","4022"
"25483","4062"
"25485","4037"
"25486","4062"
"25487","4056"
"25488","4021"
"25489","4018"
"25490","4019"
"25491","4019"
"25492","4044"
"25493","4057"
"25494","4062"
"25495","4051"
"25496","4046"
"25497","4033"
"25498","4044"
"25499","4044"
"25500","4021"
"25501","4062"
"25502","4023"
"25503","4032"
"25504","4038"
"25505","4044"
"25506","4019"
"25507","4021"
"25508","4051"
"25510","4022"
"25511","4021"
"25512","4038"
"25513","4018"
"25514","4058"
"25515","4057"
"25516","4046"
"25517","4056"
"25518","4051"
"25519","4039"
"25520","4044"
"25521","4031"
"25522","4038"
"25523","4031"
"25524","4047"
"25525","4058"
"25526","4031"
"25527","4023"
"25528","4021"
"25529","4052"
"25532","4045"
"25533","4018"
"25534","4062"
"25535","4020"
"25536","4022"
"25537","4020"
"25538","4051"
"25539","40000016"
"25540","4031"
"25541","4059"
"25542","15430"
"25544","4044"
"25545","4018"
"25546","4044"
"25547","40000016"
"25548","4037"
"25549","4059"
"25550","4049"
"25551","4039"
"25552","4047"
"25553","4047"
"25554","4052"
"25555","4034"
"25556","4044"
"25557","15430"
"25558","4020"
"25559","4036"
"25560","4019"
"25561","4023"
"25562","4035"
"25563","4019"
"25564","4023"
"25565","4058"
"25566","4019"
"25567","4044"
"25569","4020"
"25570","4044"
"25571","4036"
"25572","4044"
"25573","4036"
"25574","4044"
"25575","4051"
"25578","4053"
"25579","4051"
"25580","40000016"
"25582","4019"
"25583","4037"
"25584","4039"
"25586","4035"
"25588","4032"
"25589","4032"
"25590","4044"
"25591","4039"
"25592","4058"
"25594","4023"
"25595","4052"
"25596","4049"
"25597","4052"
"25598","4019"
"25599","4051"
"25600","4048"
"25601","4053"
"25602","4044"
"25604","4044"
"25605","4053"
"25607","4032"
"25608","4031"
"25609","4056"
"25611","4045"
"25612","15430"
"25613","4044"
"25614","40000016"
"25615","4033"
"25616","4023"
"25617","4037"
"25618","4037"
"25619","4062"
"25620","4061"
"25621","4059"
"25622","4023"
"25623","4049"
"25624","4051"
"25625","4049"
"25626","4044"
"25627","4059"
"25629","4044"
"25630","4020"
"25631","4021"
"25632","4031"
"25633","4020"
"25634","4056"
"25635","4052"
"26001","2671"
"26002","2706"
"26003","2681"
"26004","2701"
"26005","2680"
"26006","2666"
"26007","2666"
"26008","12600722"
"26009","2706"
"26010","2706"
"26011","2665"
"26012","2676"
"26013","2694"
"26014","2704"
"26015","2677"
"26016","2690"
"26017","2674"
"26018","2693"
"26019","2677"
"26020","2665"
"26021","2665"
"26022","2693"
"26023","2701"
"26024","2664"
"26025","2674"
"26026","2693"
"26027","2671"
"26028","2704"
"26030","2674"
"26031","2681"
"26032","2664"
"26033","2685"
"26034","2701"
"26035","2665"
"26036","2674"
